symbol,timestamp,open,high,low,close,volume,vwap,trade_count
AAPL,2026-06-04T09:42:00Z,313.4,313.43,313.4,313.42,1476,313.409,54
AAPL,2026-06-04T09:43:00Z,313.358,313.358,313.3,313.3,308,313.314,15
AAPL,2026-06-04T09:44:00Z,313.3,313.38,313.3,313.38,279,313.341,16
AAPL,2026-06-04T09:45:00Z,313.38,313.45,313.38,313.43,694,313.424,46
AAPL,2026-06-04T09:46:00Z,313.5,313.5,313.5,313.5,226,313.5,8
AAPL,2026-06-04T09:47:00Z,313.5,313.545,313.23,313.23,2326,313.376,85
AAPL,2026-06-04T09:48:00Z,313.53,313.53,313.21,313.21,329,313.33,26
AAPL,2026-06-04T09:49:00Z,313.14,313.15,313.13,313.14,679,313.146,13
AAPL,2026-06-04T09:50:00Z,313.06,313.06,313.06,313.06,427,313.06,20
AAPL,2026-06-04T09:51:00Z,313,313.14,313,313.14,775,313.049,17
AAPL,2026-06-04T09:52:00Z,313.3,313.3,313.3,313.3,112,313.3,7
AAPL,2026-06-04T09:53:00Z,313.1,313.1,313.07,313.1,703,313.098,20
AAPL,2026-06-04T09:54:00Z,313.06,313.06,313.05,313.05,330,313.056,15
AAPL,2026-06-04T09:56:00Z,313.12,313.28,313.12,313.12,269,313.167,11
AAPL,2026-06-04T09:57:00Z,313.23,313.29,313.23,313.29,554,313.26,11
AAPL,2026-06-04T09:58:00Z,313.12,313.12,313.1,313.12,251,313.112,10
AAPL,2026-06-04T09:59:00Z,313.234,313.234,313.234,313.234,369,313.234,13
AAPL,2026-06-04T10:00:00Z,313.14,313.14,313.05,313.05,816,313.119,33
AAPL,2026-06-04T10:01:00Z,313.04,313.13,313.02,313.06,1139,313.06,45
AAPL,2026-06-04T10:02:00Z,313,313,312.86,312.87,714,312.895,40
AAPL,2026-06-04T10:06:00Z,313.046,313.046,312.94,312.99,1365,312.991,41
AAPL,2026-06-04T10:09:00Z,312.93,312.93,312.93,312.93,663,312.93,25
AAPL,2026-06-04T10:10:00Z,312.81,312.81,312.8,312.8,520,312.805,11
AAPL,2026-06-04T10:11:00Z,312.96,312.96,312.78,312.86,375,312.868,10
AAPL,2026-06-04T10:12:00Z,312.8,312.8,312.8,312.8,220,312.8,16
AAPL,2026-06-04T10:14:00Z,312.84,312.91,312.84,312.91,499,312.855,24
AAPL,2026-06-04T10:15:00Z,312.9,312.9,312.9,312.9,328,312.9,18
AAPL,2026-06-04T10:16:00Z,312.86,312.86,312.84,312.84,870,312.855,33
AAPL,2026-06-04T10:17:00Z,312.84,313.08,312.84,313.05,1537,312.942,81
AAPL,2026-06-04T10:18:00Z,313.08,313.2,313.08,313.2,1680,313.161,35
AAPL,2026-06-04T10:19:00Z,313.2,313.2,313.2,313.2,161,313.2,8
AAPL,2026-06-04T10:20:00Z,313.1,313.1,313.1,313.1,98,313.1,12
AAPL,2026-06-04T10:21:00Z,313.1,313.17,313.1,313.17,549,313.153,22
AAPL,2026-06-04T10:22:00Z,313.13,313.15,313.11,313.15,297,313.128,14
AAPL,2026-06-04T10:23:00Z,313.17,313.17,313.17,313.17,837,313.17,30
AAPL,2026-06-04T10:24:00Z,313.16,313.17,313.16,313.17,816,313.169,24
AAPL,2026-06-04T10:25:00Z,313.17,313.19,313.17,313.19,278,313.183,10
AAPL,2026-06-04T10:26:00Z,313.13,313.13,313.04,313.04,341,313.085,16
AAPL,2026-06-04T10:27:00Z,313.06,313.06,313.06,313.06,192,313.06,10
AAPL,2026-06-04T10:28:00Z,313.06,313.06,312.94,312.95,1304,313.01,35
AAPL,2026-06-04T10:29:00Z,312.93,312.93,312.87,312.87,798,312.901,19
AAPL,2026-06-04T10:32:00Z,312.85,312.86,312.77,312.77,965,312.808,31
AAPL,2026-06-04T10:33:00Z,312.79,312.79,312.74,312.78,422,312.771,20
